"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","מהירות רוח (מטר לשניה)"
"חיפה בתי זיקוק 01/1999-03/2025","09-02-2022 21:00","13.9","7.5"
"חיפה בתי זיקוק 01/1999-03/2025","10-02-2022 00:00","12.6","10.8"
"חיפה בתי זיקוק 01/1999-03/2025","10-02-2022 03:00","10.7","7.1"
"חיפה בתי זיקוק 01/1999-03/2025","10-02-2022 06:00","11.3","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","10-02-2022 09:00","12","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","10-02-2022 12:00","15.3","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","10-02-2022 15:00","14","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","10-02-2022 18:00","11.8","3"
"חיפה בתי זיקוק 01/1999-03/2025","10-02-2022 21:00","10.5","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","11-02-2022 00:00","9","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","11-02-2022 03:00","7.8","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","11-02-2022 06:00","6.9","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","11-02-2022 09:00","8.3","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","11-02-2022 12:00","15.9","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","11-02-2022 15:00","17.1","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","11-02-2022 18:00","15.4","6.8"
"חיפה בתי זיקוק 01/1999-03/2025","11-02-2022 21:00","11.6","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","12-02-2022 00:00","9.6","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","12-02-2022 03:00","7.2","0.6"
"חיפה בתי זיקוק 01/1999-03/2025","12-02-2022 06:00","6.2","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","12-02-2022 09:00","9.9","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","12-02-2022 12:00","17.2","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","12-02-2022 15:00","18.1","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","12-02-2022 18:00","15.9","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","12-02-2022 21:00","12.9","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","13-02-2022 00:00","10.4","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","13-02-2022 03:00","7.9","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","13-02-2022 06:00","6.9","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","13-02-2022 09:00","13","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","13-02-2022 12:00","18.8","6.4"
"חיפה בתי זיקוק 01/1999-03/2025","13-02-2022 15:00","21.8","4"
"חיפה בתי זיקוק 01/1999-03/2025","13-02-2022 18:00","17.3","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","13-02-2022 21:00","14.1","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","14-02-2022 00:00","11","1.1"
"חיפה בתי זיקוק 01/1999-03/2025","14-02-2022 03:00","10","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","14-02-2022 06:00","11.8","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","14-02-2022 09:00","14.9","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","14-02-2022 12:00","16.6","4"
"חיפה בתי זיקוק 01/1999-03/2025","14-02-2022 15:00","18.2","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","14-02-2022 18:00","16.1","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","14-02-2022 21:00","13.9","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","15-02-2022 00:00","11.5","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","15-02-2022 03:00","11.5","1.1"
"חיפה בתי זיקוק 01/1999-03/2025","15-02-2022 06:00","10.4","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","15-02-2022 09:00","12.7","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","15-02-2022 12:00","18.6","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","15-02-2022 15:00","17.8","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","15-02-2022 18:00","16.1","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","15-02-2022 21:00","13.3","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","16-02-2022 00:00","12.2","0.4"
"חיפה בתי זיקוק 01/1999-03/2025","16-02-2022 03:00","11.7","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","16-02-2022 06:00","10.8","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","16-02-2022 09:00","12.6","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","16-02-2022 12:00","16.9","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","16-02-2022 15:00","19","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","16-02-2022 18:00","16.3","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","16-02-2022 21:00","12.5","1.1"
"חיפה בתי זיקוק 01/1999-03/2025","17-02-2022 00:00","9.5","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","17-02-2022 03:00","8.4","1"
"חיפה בתי זיקוק 01/1999-03/2025","17-02-2022 06:00","7.2","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","17-02-2022 09:00","9.7","3.5"
"חיפה בתי זיקוק 01/1999-03/2025","17-02-2022 12:00","17.7","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","17-02-2022 15:00","17.6","6.2"
"חיפה בתי זיקוק 01/1999-03/2025","17-02-2022 18:00","15.9","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","17-02-2022 21:00","14","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","18-02-2022 00:00","13.8","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","18-02-2022 03:00","12.6","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","18-02-2022 06:00","10.8","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","18-02-2022 09:00","11","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","18-02-2022 12:00","18.3","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","18-02-2022 15:00","18.3","6.9"
"חיפה בתי זיקוק 01/1999-03/2025","18-02-2022 18:00","16.1","6.6"
"חיפה בתי זיקוק 01/1999-03/2025","18-02-2022 21:00","13.7","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","19-02-2022 00:00","14.3","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","19-02-2022 03:00","13.4","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","19-02-2022 06:00","12.3","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","19-02-2022 09:00","14.2","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","19-02-2022 12:00","17.1","4"
"חיפה בתי זיקוק 01/1999-03/2025","19-02-2022 15:00","15","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","19-02-2022 18:00","15","5"
"חיפה בתי זיקוק 01/1999-03/2025","19-02-2022 21:00","13.4","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","20-02-2022 00:00","14","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","20-02-2022 03:00","11.6","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","20-02-2022 06:00","11.4","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","20-02-2022 09:00","15.3","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","20-02-2022 12:00","20.1","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","20-02-2022 15:00","20","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","20-02-2022 18:00","17.5","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","20-02-2022 21:00","15.6","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","21-02-2022 00:00","14.8","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","21-02-2022 03:00","13.3","4"
"חיפה בתי זיקוק 01/1999-03/2025","21-02-2022 06:00","13.2","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","21-02-2022 09:00","13.7","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","21-02-2022 12:00","18.3","4"
"חיפה בתי זיקוק 01/1999-03/2025","21-02-2022 15:00","18.4","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","21-02-2022 18:00","16.5","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","21-02-2022 21:00","13.9","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","22-02-2022 00:00","11.6","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","22-02-2022 03:00","11.3","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","22-02-2022 06:00","9.9","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","22-02-2022 09:00","13.2","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","22-02-2022 12:00","18.6","2"
"חיפה בתי זיקוק 01/1999-03/2025","22-02-2022 15:00","19.1","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","22-02-2022 18:00","18.8","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","22-02-2022 21:00","14.8","0.6"
"חיפה בתי זיקוק 01/1999-03/2025","23-02-2022 00:00","11.9","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","23-02-2022 03:00","12.2","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","23-02-2022 06:00","9.9","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","23-02-2022 09:00","13.7","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","23-02-2022 12:00","21.9","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","23-02-2022 15:00","26.7","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","23-02-2022 18:00","20.4","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","23-02-2022 21:00","17.1","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","24-02-2022 00:00","20.5","7.6"
"חיפה בתי זיקוק 01/1999-03/2025","24-02-2022 03:00","19.4","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","24-02-2022 06:00","17.5","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","24-02-2022 09:00","17.9","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","24-02-2022 12:00","18.1","10.8"
"חיפה בתי זיקוק 01/1999-03/2025","24-02-2022 15:00","16.5","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","24-02-2022 18:00","16.2","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","24-02-2022 21:00","12.6","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","25-02-2022 00:00","11.3","5"
"חיפה בתי זיקוק 01/1999-03/2025","25-02-2022 03:00","11.8","6.6"
"חיפה בתי זיקוק 01/1999-03/2025","25-02-2022 06:00","12.4","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","25-02-2022 09:00","13.7","7.5"
"חיפה בתי זיקוק 01/1999-03/2025","25-02-2022 12:00","13.2","6.6"
"חיפה בתי זיקוק 01/1999-03/2025","25-02-2022 15:00","12.9","11.3"
"חיפה בתי זיקוק 01/1999-03/2025","25-02-2022 18:00","15.1","6.8"
"חיפה בתי זיקוק 01/1999-03/2025","25-02-2022 21:00","14.6","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","26-02-2022 00:00","14.8","6.4"
"חיפה בתי זיקוק 01/1999-03/2025","26-02-2022 03:00","15.1","7.2"
"חיפה בתי זיקוק 01/1999-03/2025","26-02-2022 06:00","13.3","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","26-02-2022 09:00","14.4","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","26-02-2022 12:00","16.9","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","26-02-2022 15:00","17.3","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","26-02-2022 18:00","16.5","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","26-02-2022 21:00","13.8","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","27-02-2022 00:00","13.6","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","27-02-2022 03:00","13.8","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","27-02-2022 06:00","13.3","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","27-02-2022 09:00","14.5","2"
"חיפה בתי זיקוק 01/1999-03/2025","27-02-2022 12:00","17.6","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","27-02-2022 15:00","18.5","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","27-02-2022 18:00","17","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","27-02-2022 21:00","13.5","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","28-02-2022 00:00","11.6","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","28-02-2022 03:00","10.4","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","28-02-2022 06:00","8.1","1"
"חיפה בתי זיקוק 01/1999-03/2025","28-02-2022 09:00","11.8","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","28-02-2022 12:00","17.9","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","28-02-2022 15:00","18.4","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","28-02-2022 18:00","16.5","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","28-02-2022 21:00","13.8","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","01-03-2022 00:00","11.3","0.6"
"חיפה בתי זיקוק 01/1999-03/2025","01-03-2022 03:00","9.9","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","01-03-2022 06:00","9.5","3.5"
"חיפה בתי זיקוק 01/1999-03/2025","01-03-2022 09:00","12.2","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","01-03-2022 12:00","18.8","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","01-03-2022 15:00","19.3","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","01-03-2022 18:00","17.3","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","01-03-2022 21:00","15.1","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","02-03-2022 00:00","14.5","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","02-03-2022 03:00","12.4","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","02-03-2022 06:00","11.4","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","02-03-2022 09:00","15.2","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","02-03-2022 12:00","19.3","6.2"
"חיפה בתי זיקוק 01/1999-03/2025","02-03-2022 15:00","18.9","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","02-03-2022 18:00","22.2","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","02-03-2022 21:00","21.6","8"
"חיפה בתי זיקוק 01/1999-03/2025","03-03-2022 00:00","20.4","9.1"
"חיפה בתי זיקוק 01/1999-03/2025","03-03-2022 03:00","18.1","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","03-03-2022 06:00","16.3","10.5"
"חיפה בתי זיקוק 01/1999-03/2025","03-03-2022 09:00","13.5","8.2"
"חיפה בתי זיקוק 01/1999-03/2025","03-03-2022 12:00","16.5","9.8"
"חיפה בתי זיקוק 01/1999-03/2025","03-03-2022 15:00","17.6","12.2"
"חיפה בתי זיקוק 01/1999-03/2025","03-03-2022 18:00","15.4","11.1"
"חיפה בתי זיקוק 01/1999-03/2025","03-03-2022 21:00","12.6","10.2"
"חיפה בתי זיקוק 01/1999-03/2025","04-03-2022 00:00","14.2","8.1"
"חיפה בתי זיקוק 01/1999-03/2025","04-03-2022 03:00","13.2","8.5"
"חיפה בתי זיקוק 01/1999-03/2025","04-03-2022 06:00","13.7","6.5"
"חיפה בתי זיקוק 01/1999-03/2025","04-03-2022 09:00","15.2","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","04-03-2022 12:00","17.2","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","04-03-2022 15:00","17.3","6.2"
"חיפה בתי זיקוק 01/1999-03/2025","04-03-2022 18:00","15.7","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","04-03-2022 21:00","14.3","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","05-03-2022 00:00","12.5","0.8"
"חיפה בתי זיקוק 01/1999-03/2025","05-03-2022 03:00","11.4","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","05-03-2022 06:00","8.5","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","05-03-2022 09:00","12.6","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","05-03-2022 12:00","16.3","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","05-03-2022 15:00","18.1","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","05-03-2022 18:00","16.2","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","05-03-2022 21:00","13.5","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","06-03-2022 00:00","10.3","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","06-03-2022 03:00","11.5","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","06-03-2022 06:00","14.5","7.7"
"חיפה בתי זיקוק 01/1999-03/2025","06-03-2022 09:00","15.9","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","06-03-2022 12:00","20.5","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","06-03-2022 15:00","21.3","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","06-03-2022 18:00","20.9","8"
"חיפה בתי זיקוק 01/1999-03/2025","06-03-2022 21:00","15.9","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","07-03-2022 00:00","15.8","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","07-03-2022 03:00","14.7","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","07-03-2022 06:00","14.3","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","07-03-2022 09:00","13.9","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","07-03-2022 12:00","18.1","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","07-03-2022 15:00","19.5","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","07-03-2022 18:00","16.8","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","07-03-2022 21:00","14.4","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","08-03-2022 00:00","11.7","0.3"
"חיפה בתי זיקוק 01/1999-03/2025","08-03-2022 03:00","10.8","0.5"
"חיפה בתי זיקוק 01/1999-03/2025","08-03-2022 06:00","10.9","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","08-03-2022 09:00","12.7","1"
"חיפה בתי זיקוק 01/1999-03/2025","08-03-2022 12:00","17.8","1"
"חיפה בתי זיקוק 01/1999-03/2025","08-03-2022 15:00","20.2","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","08-03-2022 18:00","17.2","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","08-03-2022 21:00","16.5","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","09-03-2022 00:00","15.5","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","09-03-2022 03:00","13.9","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","09-03-2022 06:00","12.6","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","09-03-2022 09:00","12.8","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","09-03-2022 12:00","14.3","0.8"
"חיפה בתי זיקוק 01/1999-03/2025","09-03-2022 15:00","16.2","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","09-03-2022 18:00","16.3","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","09-03-2022 21:00","14.5","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","10-03-2022 00:00","12.5","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","10-03-2022 03:00","12.4","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","10-03-2022 06:00","12.6","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","10-03-2022 09:00","12.8","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","10-03-2022 12:00","17.6","8.9"
"חיפה בתי זיקוק 01/1999-03/2025","10-03-2022 15:00","16.8","11.2"
"חיפה בתי זיקוק 01/1999-03/2025","10-03-2022 18:00","15.4","9.3"
"חיפה בתי זיקוק 01/1999-03/2025","10-03-2022 21:00","13.3","10.5"
"חיפה בתי זיקוק 01/1999-03/2025","11-03-2022 00:00","13.2","10.9"
"חיפה בתי זיקוק 01/1999-03/2025","11-03-2022 03:00","12.9","6.9"
"חיפה בתי זיקוק 01/1999-03/2025","11-03-2022 06:00","12.2","8.5"
"חיפה בתי זיקוק 01/1999-03/2025","11-03-2022 09:00","10.5","11"
"חיפה בתי זיקוק 01/1999-03/2025","11-03-2022 12:00","12.9","12.4"
"חיפה בתי זיקוק 01/1999-03/2025","11-03-2022 15:00","13.3","10.4"
"חיפה בתי זיקוק 01/1999-03/2025","11-03-2022 18:00","12.2","9.7"
"חיפה בתי זיקוק 01/1999-03/2025","11-03-2022 21:00","10","6.2"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2022 00:00","8.5","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2022 03:00","11.3","9.2"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2022 06:00","10.8","8"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2022 09:00","12.6","9"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2022 12:00","12.8","8.6"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2022 15:00","13.1","7.9"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2022 18:00","12.4","5"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2022 21:00","9.1","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2022 00:00","10","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2022 03:00","9","1"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2022 06:00","9","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2022 09:00","9.3","0.8"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2022 12:00","12.2","5"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2022 15:00","14.3","7.3"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2022 18:00","12","8.5"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2022 21:00","10.6","6.2"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2022 00:00","10.5","6.5"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2022 03:00","9.5","4"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2022 06:00","8","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2022 09:00","11","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2022 12:00","11.2","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2022 15:00","12.9","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2022 18:00","11.1","7.2"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2022 21:00","10.4","6.5"
"חיפה בתי זיקוק 01/1999-03/2025","15-03-2022 00:00","8.4","5"
"חיפה בתי זיקוק 01/1999-03/2025","15-03-2022 03:00","5.9","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","15-03-2022 06:00","6.2","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","15-03-2022 09:00","8.6","2.2"
